,residue,split,target
2666,3bbm.C.37,train,False
2667,3bbm.C.38,train,False
2668,3bbm.C.39,train,False
2669,3bbm.C.40,train,False
2670,3bbm.C.41,train,False
2671,3bbm.C.42,train,False
2672,3bbm.C.43,train,False
2673,3bbm.C.44,train,False
2674,3bbm.C.45,train,False
2675,3bbm.C.46,train,False
2676,3bbm.C.47,train,False
2677,3bbm.C.48,train,False
2678,3bbm.C.49,train,False
2679,3bnr.A.2,test,False
2680,3bnr.A.1,test,False
2681,3bnr.A.3,test,False
2682,3bnr.A.4,test,False
2683,3bnr.A.5,test,False
2684,3bnr.A.6,test,False
2685,3bnr.A.7,test,False
2686,3bnr.A.8,test,False
2687,3bnr.A.9,test,False
2688,3bnr.A.10,test,False
2689,3bnr.A.11,test,True
2690,3bnr.A.12,test,False
2691,3bnr.A.13,test,False
2692,3bnr.A.14,test,False
2693,3bnr.A.15,test,False
2694,3bnr.A.16,test,False
2695,3bnr.A.17,test,False
2696,3bnr.A.18,test,False
2697,3bnr.A.19,test,False
2698,3bnr.A.20,test,False
2699,3bnr.A.21,test,False
2700,3bnr.A.22,test,False
2701,3bnr.A.23,test,False
2702,3bnr.B.2,test,False
2703,3bnr.B.1,test,False
2704,3bnr.B.3,test,False
2705,3bnr.B.4,test,False
2706,3bnr.B.5,test,False
2707,3bnr.B.6,test,False
2708,3bnr.B.7,test,False
2709,3bnr.B.8,test,False
2710,3bnr.B.9,test,False
2711,3bnr.B.10,test,True
2712,3bnr.B.11,test,False
2713,3bnr.B.12,test,False
2714,3bnr.B.13,test,False
2715,3bnr.B.14,test,False
2716,3bnr.B.15,test,False
2717,3bnr.B.16,test,False
2718,3bnr.B.17,test,False
2719,3bnr.B.18,test,False
2720,3bnr.B.19,test,False
2721,3bnr.B.20,test,False
2722,3bnr.B.21,test,False
2723,3bnr.B.22,test,False
2724,3bt7.C.49,val,False
2725,3bt7.C.48,val,False
2726,3bt7.C.50,val,False
2727,3bt7.C.51,val,False
2728,3bt7.C.52,val,False
2729,3bt7.C.53,val,False
2730,3bt7.C.54,val,True
2731,3bt7.C.55,val,False
2732,3bt7.C.56,val,False
2733,3bt7.C.57,val,False
2734,3bt7.C.58,val,False
2735,3bt7.C.59,val,False
2736,3bt7.C.60,val,False
2737,3bt7.C.61,val,False
2738,3bt7.C.62,val,False
2739,3bt7.C.63,val,False
2740,3bt7.C.64,val,False
2741,3bt7.C.65,val,False
2742,3bt7.C.66,val,False
2743,3cgp.A.2,train,False
2744,3cgp.A.1,train,False
2745,3cgp.A.3,train,False
2746,3cgp.A.4,train,False
2747,3cgp.A.5,train,False
2748,3cgp.A.6,train,True
2749,3cgp.A.7,train,False
2750,3cgp.A.8,train,False
2751,3cgp.A.9,train,False
2752,3cgp.A.10,train,False
2753,3cgp.A.11,train,False
2754,3cgp.A.12,train,False
2755,3cgp.B.14,train,False
2756,3cgp.B.13,train,False
2757,3cgp.B.15,train,False
2758,3cgp.B.16,train,False
2759,3cgp.B.17,train,False
2760,3cgp.B.18,train,False
2761,3cgp.B.19,train,False
2762,3cgp.B.20,train,False
2763,3cgp.B.21,train,False
2764,3cgp.B.22,train,False
2765,3cgp.B.23,train,False
2766,3cgp.B.24,train,False
2767,3cgp.B.25,train,False
2768,3cgs.A.2,train,False
2769,3cgs.A.1,train,False
2770,3cgs.A.3,train,False
2771,3cgs.A.4,train,False
2772,3cgs.A.5,train,False
2773,3cgs.A.6,train,True
2774,3cgs.A.7,train,False
2775,3cgs.A.8,train,False
2776,3cgs.A.9,train,False
2777,3cgs.A.10,train,False
2778,3cgs.A.11,train,False
2779,3cgs.A.12,train,False
2780,3cgs.B.14,train,False
2781,3cgs.B.13,train,False
2782,3cgs.B.15,train,False
2783,3cgs.B.16,train,False
2784,3cgs.B.17,train,False
2785,3cgs.B.18,train,False
2786,3cgs.B.19,train,False
2787,3cgs.B.20,train,False
2788,3cgs.B.21,train,False
2789,3cgs.B.22,train,False
2790,3cgs.B.23,train,False
2791,3cgs.B.24,train,False
2792,3cgs.B.25,train,False
2793,3cjz.A.2,train,False
2794,3cjz.A.1,train,False
2795,3cjz.A.3,train,False
2796,3cjz.A.4,train,False
2797,3cjz.A.5,train,False
2798,3cjz.A.6,train,True
2799,3cjz.A.7,train,False
2800,3cjz.A.8,train,False
2801,3cjz.A.9,train,False
2802,3cjz.A.10,train,False
2803,3cjz.A.11,train,False
2804,3cjz.A.12,train,False
2805,3cjz.A.13,train,False
2806,3cjz.B.15,train,False
2807,3cjz.B.14,train,False
2808,3cjz.B.16,train,False
2809,3cjz.B.17,train,False
2810,3cjz.B.18,train,False
2811,3cjz.B.19,train,True
2812,3cjz.B.20,train,False
2813,3cjz.B.21,train,False
2814,3cjz.B.22,train,False
2815,3cjz.B.23,train,False
2816,3cjz.B.24,train,False
2817,3cjz.B.25,train,False
2818,3cjz.B.26,train,False
2819,3dd2.B.2,train,False
2820,3dd2.B.1,train,False
2821,3dd2.B.3,train,False
2822,3dd2.B.4,train,False
2823,3dd2.B.5,train,False
2824,3dd2.B.6,train,True
2825,3dd2.B.7,train,False
2826,3dd2.B.8,train,False
2827,3dd2.B.9,train,False
2828,3dd2.B.10,train,False
2829,3dd2.B.11,train,True
2830,3dd2.B.12,train,True
2831,3dd2.B.13,train,False
2832,3dd2.B.14,train,False
2833,3dd2.B.15,train,False
2834,3dd2.B.16,train,False
2835,3dd2.B.17,train,True
2836,3dd2.B.18,train,False
2837,3dd2.B.19,train,True
2838,3dd2.B.20,train,True
2839,3dd2.B.21,train,True
2840,3dd2.B.22,train,False
2841,3dd2.B.23,train,True
2842,3dd2.B.24,train,True
2843,3dd2.B.25,train,True
2844,3dd2.B.26,train,True
2845,3dh3.E.2588,train,False
2846,3dh3.E.2587,train,False
2847,3dh3.E.2589,train,False
2848,3dh3.E.2590,train,False
2849,3dh3.E.2591,train,False
2850,3dh3.E.2592,train,False
2851,3dh3.E.2593,train,False
2852,3dh3.E.2594,train,False
2853,3dh3.E.2595,train,False
2854,3dh3.E.2596,train,False
2855,3dh3.E.2597,train,False
2856,3dh3.E.2598,train,False
2857,3dh3.E.2599,train,False
2858,3dh3.E.2600,train,False
2859,3dh3.E.2601,train,False
2860,3dh3.E.2602,train,False
2861,3dh3.E.2603,train,False
2862,3dh3.E.2604,train,True
2863,3dh3.E.2605,train,False
2864,3dh3.E.2606,train,False
2865,3dh3.E.2607,train,False
2866,3dh3.E.2608,train,False
2867,3dh3.F.2588,train,False
2868,3dh3.F.2587,train,False
2869,3dh3.F.2589,train,False
2870,3dh3.F.2590,train,False
2871,3dh3.F.2591,train,False
2872,3dh3.F.2592,train,False
2873,3dh3.F.2593,train,False
2874,3dh3.F.2594,train,False
2875,3dh3.F.2595,train,False
2876,3dh3.F.2596,train,False
2877,3dh3.F.2597,train,False
2878,3dh3.F.2598,train,False
2879,3dh3.F.2599,train,False
2880,3dh3.F.2600,train,False
2881,3dh3.F.2601,train,False
2882,3dh3.F.2602,train,False
2883,3dh3.F.2603,train,False
2884,3dh3.F.2604,train,True
2885,3dh3.F.2605,train,False
2886,3dh3.F.2606,train,False
2887,3dh3.F.2607,train,False
2888,3dh3.F.2608,train,False
2889,3dil.A.2,val,False
2890,3dil.A.1,val,False
2891,3dil.A.3,val,False
2892,3dil.A.4,val,False
2893,3dil.A.5,val,False
2894,3dil.A.6,val,False
2895,3dil.A.7,val,False
2896,3dil.A.8,val,False
2897,3dil.A.9,val,False
2898,3dil.A.10,val,False
2899,3dil.A.11,val,False
2900,3dil.A.12,val,False
2901,3dil.A.13,val,False
2902,3dil.A.14,val,False
2903,3dil.A.15,val,False
2904,3dil.A.16,val,False
2905,3dil.A.17,val,False
2906,3dil.A.18,val,False
2907,3dil.A.19,val,False
2908,3dil.A.20,val,False
2909,3dil.A.21,val,False
2910,3dil.A.22,val,False
2911,3dil.A.23,val,False
2912,3dil.A.24,val,False
2913,3dil.A.25,val,False
2914,3dil.A.26,val,False
2915,3dil.A.27,val,False
2916,3dil.A.28,val,False
2917,3dil.A.29,val,False
2918,3dil.A.30,val,False
2919,3dil.A.31,val,False
2920,3dil.A.32,val,False
2921,3dil.A.33,val,False
2922,3dil.A.34,val,False
2923,3dil.A.35,val,False
2924,3dil.A.36,val,False
2925,3dil.A.37,val,False
2926,3dil.A.38,val,False
2927,3dil.A.39,val,False
2928,3dil.A.40,val,False
2929,3dil.A.41,val,False
2930,3dil.A.42,val,False
2931,3dil.A.43,val,False
2932,3dil.A.44,val,False
2933,3dil.A.45,val,False
2934,3dil.A.46,val,False
2935,3dil.A.47,val,False
2936,3dil.A.48,val,False
2937,3dil.A.49,val,False
2938,3dil.A.50,val,False
2939,3dil.A.51,val,False
2940,3dil.A.52,val,False
2941,3dil.A.53,val,False
2942,3dil.A.54,val,False
2943,3dil.A.55,val,False
2944,3dil.A.56,val,False
2945,3dil.A.57,val,False
2946,3dil.A.58,val,False
2947,3dil.A.59,val,False
2948,3dil.A.60,val,False
2949,3dil.A.61,val,False
2950,3dil.A.62,val,False
2951,3dil.A.63,val,False
2952,3dil.A.64,val,False
2953,3dil.A.65,val,False
2954,3dil.A.66,val,False
2955,3dil.A.67,val,False
2956,3dil.A.68,val,False
2957,3dil.A.69,val,False
2958,3dil.A.70,val,False
2959,3dil.A.71,val,False
2960,3dil.A.72,val,False
2961,3dil.A.73,val,False
2962,3dil.A.74,val,False
2963,3dil.A.75,val,False
2964,3dil.A.76,val,False
2965,3dil.A.77,val,False
2966,3dil.A.78,val,False
2967,3dil.A.79,val,False
2968,3dil.A.80,val,False
2969,3dil.A.81,val,False
2970,3dil.A.82,val,False
2971,3dil.A.83,val,False
2972,3dil.A.84,val,False
2973,3dil.A.85,val,False
2974,3dil.A.86,val,False
2975,3dil.A.87,val,False
2976,3dil.A.88,val,False
2977,3dil.A.89,val,False
2978,3dil.A.90,val,False
2979,3dil.A.91,val,False
2980,3dil.A.92,val,False
2981,3dil.A.93,val,False
2982,3dil.A.94,val,False
2983,3dil.A.95,val,False
2984,3dil.A.96,val,False
2985,3dil.A.97,val,False
2986,3dil.A.98,val,False
2987,3dil.A.99,val,False
2988,3dil.A.100,val,False
2989,3dil.A.101,val,False
2990,3dil.A.102,val,False
2991,3dil.A.103,val,False
2992,3dil.A.104,val,False
2993,3dil.A.105,val,False
2994,3dil.A.106,val,False
2995,3dil.A.107,val,False
2996,3dil.A.108,val,False
2997,3dil.A.109,val,False
2998,3dil.A.110,val,False
2999,3dil.A.111,val,False
3000,3dil.A.112,val,False
3001,3dil.A.113,val,False
3002,3dil.A.114,val,False
3003,3dil.A.115,val,False
3004,3dil.A.116,val,False
3005,3dil.A.117,val,False
3006,3dil.A.118,val,False
3007,3dil.A.119,val,False
3008,3dil.A.120,val,False
3009,3dil.A.121,val,False
3010,3dil.A.122,val,False
3011,3dil.A.123,val,False
3012,3dil.A.124,val,False
3013,3dil.A.125,val,False
3014,3dil.A.126,val,False
3015,3dil.A.127,val,False
3016,3dil.A.128,val,False
3017,3dil.A.129,val,False
3018,3dil.A.130,val,False
3019,3dil.A.131,val,False
3020,3dil.A.132,val,False
3021,3dil.A.133,val,False
3022,3dil.A.134,val,False
3023,3dil.A.135,val,False
3024,3dil.A.136,val,False
3025,3dil.A.137,val,False
3026,3dil.A.138,val,False
3027,3dil.A.139,val,False
3028,3dil.A.140,val,False
3029,3dil.A.141,val,False
3030,3dil.A.142,val,False
3031,3dil.A.143,val,False
3032,3dil.A.144,val,False
3033,3dil.A.145,val,False
3034,3dil.A.146,val,False
3035,3dil.A.147,val,False
3036,3dil.A.148,val,False
3037,3dil.A.149,val,False
3038,3dil.A.150,val,False
3039,3dil.A.151,val,False
3040,3dil.A.152,val,False
3041,3dil.A.153,val,False
3042,3dil.A.154,val,False
3043,3dil.A.155,val,False
3044,3dil.A.156,val,False
3045,3dil.A.157,val,False
3046,3dil.A.158,val,False
3047,3dil.A.159,val,False
3048,3dil.A.160,val,False
3049,3dil.A.161,val,False
3050,3dil.A.162,val,False
3051,3dil.A.163,val,False
3052,3dil.A.164,val,False
3053,3dil.A.165,val,False
3054,3dil.A.166,val,False
3055,3dil.A.167,val,False
3056,3dil.A.168,val,False
3057,3dil.A.169,val,False
3058,3dil.A.170,val,False
3059,3dil.A.171,val,False
3060,3dil.A.172,val,False
3061,3dil.A.173,val,False
3062,3dil.A.174,val,True
3063,3f2x.X.3,val,False
3064,3f2x.X.2,val,False
3065,3f2x.X.4,val,False
3066,3f2x.X.5,val,False
3067,3f2x.X.6,val,False
3068,3f2x.X.7,val,False
3069,3f2x.X.8,val,False
3070,3f2x.X.9,val,False
3071,3f2x.X.10,val,False
3072,3f2x.X.11,val,False
3073,3f2x.X.12,val,False
3074,3f2x.X.13,val,False
3075,3f2x.X.14,val,False
3076,3f2x.X.15,val,False
3077,3f2x.X.16,val,False
3078,3f2x.X.17,val,False
3079,3f2x.X.18,val,False
3080,3f2x.X.19,val,False
3081,3f2x.X.20,val,False
3082,3f2x.X.21,val,False
3083,3f2x.X.22,val,False
3084,3f2x.X.23,val,False
3085,3f2x.X.24,val,False
3086,3f2x.X.25,val,False
3087,3f2x.X.26,val,False
3088,3f2x.X.27,val,False
3089,3f2x.X.28,val,False
3090,3f2x.X.29,val,False
3091,3f2x.X.30,val,False
3092,3f2x.X.31,val,False
3093,3f2x.X.32,val,False
3094,3f2x.X.33,val,False
3095,3f2x.X.34,val,False
3096,3f2x.X.35,val,False
3097,3f2x.X.36,val,False
3098,3f2x.X.37,val,False
3099,3f2x.X.38,val,False
3100,3f2x.X.39,val,False
3101,3f2x.X.40,val,False
3102,3f2x.X.41,val,False
3103,3f2x.X.42,val,False
3104,3f2x.X.43,val,False
3105,3f2x.X.44,val,False
3106,3f2x.X.45,val,False
3107,3f2x.X.46,val,False
3108,3f2x.X.47,val,False
3109,3f2x.X.48,val,False
3110,3f2x.X.49,val,False
3111,3f2x.X.50,val,False
3112,3f2x.X.51,val,False
3113,3f2x.X.52,val,False
3114,3f2x.X.53,val,False
3115,3f2x.X.58,val,False
3116,3f2x.X.57,val,False
3117,3f2x.X.59,val,False
3118,3f2x.X.60,val,False
3119,3f2x.X.61,val,False
3120,3f2x.X.62,val,False
3121,3f2x.X.63,val,False
3122,3f2x.X.64,val,False
3123,3f2x.X.65,val,False
3124,3f2x.X.66,val,False
3125,3f2x.X.67,val,False
3126,3f2x.X.68,val,False
3127,3f2x.X.69,val,False
3128,3f2x.X.70,val,False
3129,3f2x.X.71,val,False
3130,3f2x.X.72,val,False
3131,3f2x.X.73,val,False
3132,3f2x.X.74,val,False
3133,3f2x.X.75,val,False
3134,3f2x.X.76,val,False
3135,3f2x.X.77,val,False
3136,3f2x.X.78,val,False
3137,3f2x.X.79,val,False
3138,3f2x.X.80,val,False
3139,3f2x.X.81,val,False
3140,3f2x.X.82,val,False
3141,3f2x.X.83,val,False
3142,3f2x.X.84,val,False
3143,3f2x.X.85,val,False
3144,3f2x.X.86,val,False
3145,3f2x.X.87,val,False
3146,3f2x.X.88,val,False
3147,3f2x.X.89,val,False
3148,3f2x.X.90,val,False
3149,3f2x.X.91,val,False
3150,3f2x.X.92,val,False
3151,3f2x.X.93,val,False
3152,3f2x.X.94,val,False
3153,3f2x.X.95,val,False
3154,3f2x.X.96,val,False
3155,3f2x.X.97,val,False
3156,3f2x.X.98,val,False
3157,3f2x.X.99,val,False
3158,3f2x.X.100,val,False
3159,3f2x.X.101,val,False
3160,3f2x.X.102,val,False
3161,3f2x.X.103,val,False
3162,3f2x.X.104,val,False
3163,3f2x.X.105,val,False
3164,3f2x.X.106,val,False
3165,3f2x.X.107,val,False
3166,3f2x.X.108,val,False
3167,3f2x.X.109,val,False
3168,3f2x.X.110,val,False
3169,3f2x.X.111,val,False
3170,3f2x.X.112,val,True
3171,3hax.E.2,train,False
3172,3hax.E.1,train,False
3173,3hax.E.3,train,False
3174,3hax.E.4,train,False
3175,3hax.E.5,train,False
3176,3hax.E.6,train,False
3177,3hax.E.7,train,False
3178,3hax.E.8,train,False
3179,3hax.E.9,train,False
3180,3hax.E.10,train,False
3181,3hax.E.11,train,False
3182,3hax.E.12,train,False
3183,3hax.E.13,train,False
3184,3hax.E.14,train,False
3185,3hax.E.15,train,False
3186,3hax.E.16,train,False
3187,3hax.E.17,train,False
3188,3hax.E.18,train,False
3189,3hax.E.19,train,False
3190,3hax.E.20,train,False
3191,3hax.E.21,train,False
3192,3hax.E.22,train,False
3193,3hax.E.23,train,False
3194,3hax.E.24,train,False
3195,3hax.E.25,train,False
3196,3hax.E.26,train,False
3197,3hax.E.29,train,False
3198,3hax.E.28,train,False
3199,3hax.E.30,train,False
3200,3hax.E.31,train,False
3201,3hax.E.32,train,False
3202,3hax.E.33,train,False
3203,3hax.E.34,train,False
3204,3hax.E.35,train,False
3205,3hax.E.36,train,False
3206,3hax.E.37,train,False
3207,3hax.E.38,train,False
3208,3hax.E.39,train,False
3209,3hax.E.40,train,False
3210,3hax.E.41,train,False
3211,3hax.E.42,train,False
3212,3hax.E.43,train,False
3213,3hax.E.44,train,False
3214,3hax.E.45,train,False
3215,3hax.E.46,train,False
3216,3hax.E.47,train,False
3217,3hax.E.48,train,False
3218,3hax.E.49,train,False
3219,3hax.E.50,train,False
3220,3hax.E.51,train,False
3221,3hax.E.52,train,False
3222,3hax.E.53,train,False
3223,3hax.E.54,train,False
3224,3hax.E.55,train,False
3225,3hax.E.56,train,False
3226,3hax.E.57,train,False
3227,3hax.E.58,train,False
3228,3hax.E.59,train,False
3229,3hax.E.60,train,False
3230,3hax.E.61,train,False
3231,3hax.F.2,train,False
3232,3hax.F.1,train,False
3233,3hax.F.3,train,False
3234,3hax.F.4,train,False
3235,3hax.F.5,train,False
3236,3hax.F.6,train,False
3237,3hax.F.7,train,True
3238,3hax.F.8,train,False
3239,3hax.F.9,train,False
3240,3hax.F.10,train,False
3241,3hax.F.11,train,False
3242,3hax.F.12,train,False
3243,3hax.F.13,train,False
3244,3hax.F.14,train,False
3245,3hhn.C.117,train,False
3246,3hhn.C.15,train,False
3247,3hhn.C.12,train,False
3248,3hhn.C.79,train,False
3249,3hhn.C.29,train,False
3250,3hhn.C.95,train,False
3251,3hhn.C.101,train,False
3252,3hhn.C.81,train,False
3253,3hhn.C.46,train,False
3254,3hhn.C.23,train,False
3255,3hhn.C.36,train,False
3256,3hhn.C.76,train,False
3257,3hhn.C.90,train,False
3258,3hhn.C.92,train,False
3259,3hhn.C.116,train,False
3260,3hhn.C.25,train,False
3261,3hhn.C.48,train,False
3262,3hhn.C.39,train,False
3263,3hhn.C.45,train,False
3264,3hhn.C.98,train,False
3265,3hhn.C.91,train,False
3266,3hhn.C.106,train,False
3267,3hhn.C.70,train,False
3268,3hhn.C.4,train,False
3269,3hhn.C.42,train,False
3270,3hhn.C.78,train,False
3271,3hhn.C.-6,train,False
3272,3hhn.C.57,train,False
3273,3hhn.C.89,train,False
3274,3hhn.C.22,train,False
3275,3hhn.C.21,train,False
3276,3hhn.C.26,train,False
3277,3hhn.C.108,train,False
3278,3hhn.C.-7,train,False
3279,3hhn.C.24,train,False
3280,3hhn.C.97,train,False
3281,3hhn.C.1,train,False
3282,3hhn.C.-4,train,False
3283,3hhn.C.50,train,False
3284,3hhn.C.86,train,False
3285,3hhn.C.87,train,False
3286,3hhn.C.55,train,False
3287,3hhn.C.11,train,False
3288,3hhn.C.2,train,False
3289,3hhn.C.85,train,False
3290,3hhn.C.69,train,False
3291,3hhn.C.49,train,False
3292,3hhn.C.84,train,False
3293,3hhn.C.75,train,False
3294,3hhn.C.40,train,False
3295,3hhn.C.-2,train,False
3296,3hhn.C.3,train,False
3297,3hhn.C.114,train,False
3298,3hhn.C.80,train,False
3299,3hhn.C.35,train,False
3300,3hhn.C.105,train,False
3301,3hhn.C.37,train,False
3302,3hhn.C.47,train,False
3303,3hhn.C.83,train,False
3304,3hhn.C.73,train,False
3305,3hhn.C.7,train,False
3306,3hhn.C.112,train,False
3307,3hhn.C.107,train,False
3308,3hhn.C.77,train,False
3309,3hhn.C.44,train,False
3310,3hhn.C.43,train,False
3311,3hhn.C.51,train,False
3312,3hhn.C.10,train,False
3313,3hhn.C.99,train,False
3314,3hhn.C.100,train,False
3315,3hhn.C.38,train,False
3316,3hhn.C.120,train,False
3317,3hhn.C.118,train,False
3318,3hhn.C.111,train,False
3319,3hhn.C.31,train,False
3320,3hhn.C.17,train,False
3321,3hhn.C.54,train,False
3322,3hhn.C.102,train,False
3323,3hhn.C.19,train,False
3324,3hhn.C.113,train,False
3325,3hhn.C.34,train,False
3326,3hhn.C.28,train,False
3327,3hhn.C.16,train,False
3328,3hhn.C.-3,train,False
3329,3hhn.C.30,train,False
3330,3hhn.C.33,train,False
3331,3hhn.C.119,train,False
3332,3hhn.C.41,train,False
3333,3hhn.C.88,train,False
3334,3hhn.C.74,train,False
3335,3hhn.C.-5,train,False
3336,3hhn.C.20,train,False
3337,3hhn.C.115,train,False
3338,3hhn.C.110,train,False
3339,3hhn.C.96,train,False
3340,3hhn.C.27,train,False
3341,3hhn.C.13,train,False
3342,3hhn.C.52,train,False
3343,3hhn.C.67,train,False
3344,3hhn.C.109,train,False
3345,3hhn.C.104,train,False
3346,3hhn.C.94,train,False
3347,3hhn.C.121,train,True
3348,3hhn.C.-1,train,False
3349,3hhn.C.56,train,False
3350,3hhn.C.103,train,False
3351,3hhn.C.71,train,False
3352,3hhn.C.32,train,False
3353,3hhn.C.9,train,False
3354,3hhn.C.18,train,False
3355,3hhn.C.68,train,False
3356,3hhn.C.14,train,False
3357,3hhn.C.6,train,False
3358,3hhn.C.93,train,False
3359,3hhn.C.72,train,False
3360,3hhn.C.82,train,False
3361,3hhn.C.8,train,False
3362,3hhn.C.5,train,False
3363,3hhn.C.53,train,False
3364,3ibk.A.2,train,False
3365,3ibk.A.1,train,True
3366,3ibk.A.3,train,False
3367,3ibk.A.4,train,False
3368,3ibk.A.5,train,False
3369,3ibk.A.6,train,False
3370,3ibk.A.7,train,False
3371,3ibk.A.8,train,False
3372,3ibk.A.9,train,False
3373,3ibk.A.10,train,False
3374,3ibk.A.11,train,False
3375,3ibk.A.12,train,False
3376,3ibk.B.14,train,False
3377,3ibk.B.13,train,True
3378,3ibk.B.15,train,False
3379,3ibk.B.16,train,False
3380,3ibk.B.17,train,False
3381,3ibk.B.18,train,False
3382,3ibk.B.19,train,False
3383,3ibk.B.20,train,False
3384,3ibk.B.21,train,False
3385,3ibk.B.22,train,False
3386,3ibk.B.23,train,False
3387,3ibk.B.24,train,False
3388,3kfu.K.41,train,False
3389,3kfu.K.54,train,True
3390,3kfu.K.38,train,False
3391,3kfu.K.36,train,False
3392,3kfu.K.69,train,False
3393,3kfu.K.10,train,False
3394,3kfu.K.74,train,False
3395,3kfu.K.42,train,False
3396,3kfu.K.27,train,False
3397,3kfu.K.55,train,True
3398,3kfu.K.4,train,False
3399,3kfu.K.53,train,False
3400,3kfu.K.47,train,False
3401,3kfu.K.5,train,False
3402,3kfu.K.28,train,False
3403,3kfu.K.2,train,False
3404,3kfu.K.22,train,False
3405,3kfu.K.51,train,False
3406,3kfu.K.56,train,False
3407,3kfu.K.31,train,False
3408,3kfu.K.40,train,False
3409,3kfu.K.65,train,False
3410,3kfu.K.30,train,False
3411,3kfu.K.46,train,False
3412,3kfu.K.26,train,False
3413,3kfu.K.62,train,False
3414,3kfu.K.20,train,True
3415,3kfu.K.70,train,False
3416,3kfu.K.14,train,False
3417,3kfu.K.35,train,False
3418,3kfu.K.50,train,False
3419,3kfu.K.52,train,False
3420,3kfu.K.32,train,False
3421,3kfu.K.49,train,False
3422,3kfu.K.60,train,False
3423,3kfu.K.44,train,False
3424,3kfu.K.15,train,False
3425,3kfu.K.61,train,False
3426,3kfu.K.18,train,False
3427,3kfu.K.73,train,False
3428,3kfu.K.9,train,False
3429,3kfu.K.76,train,False
3430,3kfu.K.21,train,False
3431,3kfu.K.72,train,False
3432,3kfu.K.64,train,False
3433,3kfu.K.24,train,False
3434,3kfu.K.67,train,False
3435,3kfu.K.19,train,False
3436,3kfu.K.68,train,False
3437,3kfu.K.3,train,False
3438,3kfu.K.6,train,False
3439,3kfu.K.29,train,False
3440,3kfu.K.33,train,False
3441,3kfu.K.34,train,False
3442,3kfu.K.57,train,False
3443,3kfu.K.12,train,False
3444,3kfu.K.8,train,False
3445,3kfu.K.66,train,False
3446,3kfu.K.11,train,False
3447,3kfu.K.63,train,False
3448,3kfu.K.58,train,False
3449,3kfu.K.48,train,False
3450,3kfu.K.1,train,False
3451,3kfu.K.13,train,False
3452,3kfu.K.25,train,False
3453,3kfu.K.7,train,False
3454,3kfu.K.39,train,False
3455,3kfu.K.75,train,False
3456,3kfu.K.23,train,False
3457,3kfu.K.45,train,False
3458,3kfu.K.43,train,False
3459,3kfu.K.71,train,False
3460,3kfu.K.59,train,False
3461,3kfu.K.37,train,False
3462,3loa.A.1398,test,False
3463,3loa.A.1397,test,False
3464,3loa.A.1399,test,False
3465,3loa.A.1400,test,False
3466,3loa.A.1401,test,False
3467,3loa.A.1402,test,False
3468,3loa.A.1403,test,False
3469,3loa.A.1404,test,False
3470,3loa.A.1405,test,False
3471,3loa.A.1406,test,True
3472,3loa.A.1407,test,False
3473,3loa.A.1408,test,False
3474,3loa.A.1409,test,False
3475,3loa.A.1410,test,False
3476,3loa.A.1411,test,False
3477,3loa.A.1412,test,False
3478,3loa.A.1413,test,False
3479,3loa.A.1414,test,False
3480,3loa.A.1415,test,False
3481,3loa.A.1416,test,False
3482,3loa.A.1417,test,False
3483,3loa.B.1485,test,False
3484,3loa.B.1484,test,False
3485,3loa.B.1486,test,False
3486,3loa.B.1487,test,True
3487,3loa.B.1488,test,False
3488,3loa.B.1489,test,False
3489,3loa.B.1490,test,False
3490,3loa.B.1491,test,False
3491,3loa.B.1492,test,False
3492,3loa.B.1493,test,False
3493,3loa.B.1494,test,False
3494,3loa.B.1495,test,False
3495,3loa.B.1496,test,False
3496,3loa.B.1497,test,False
3497,3loa.B.1498,test,False
3498,3loa.B.1499,test,False
3499,3loa.B.1500,test,False
3500,3loa.B.1501,test,False
3501,3loa.B.1502,test,False
3502,3loa.B.1503,test,False
3503,3loa.B.1504,test,False
3504,3loa.B.1505,test,False
3505,3loa.B.1506,test,False
3506,3mei.A.2,train,False
3507,3mei.A.1,train,False
3508,3mei.A.3,train,False
3509,3mei.A.4,train,False
3510,3mei.A.5,train,False
3511,3mei.A.6,train,False
3512,3mei.A.7,train,False
3513,3mei.A.8,train,False
3514,3mei.A.9,train,False
3515,3mei.A.10,train,False
3516,3mei.A.11,train,False
3517,3mei.A.12,train,True
3518,3mei.A.13,train,False
3519,3mei.A.14,train,False
3520,3mei.A.15,train,False
3521,3mei.A.16,train,False
3522,3mei.A.17,train,False
3523,3mei.A.18,train,False
3524,3mei.A.19,train,False
3525,3mei.A.20,train,False
3526,3mei.A.21,train,False
3527,3mei.A.22,train,False
3528,3mei.A.23,train,False
3529,3mei.B.2,train,False
3530,3mei.B.1,train,False
3531,3mei.B.3,train,False
3532,3mei.B.4,train,False
3533,3mei.B.5,train,False
3534,3mei.B.6,train,False
3535,3mei.B.7,train,False
3536,3mei.B.8,train,False
3537,3mei.B.9,train,False
3538,3mei.B.10,train,False
3539,3mei.B.11,train,False
3540,3mei.B.12,train,True
3541,3mei.B.13,train,False
3542,3mei.B.14,train,False
3543,3mei.B.15,train,False
3544,3mei.B.16,train,False
3545,3mei.B.17,train,False
3546,3mei.B.18,train,False
3547,3mei.B.19,train,False
3548,3mei.B.20,train,False
3549,3mei.B.21,train,False
3550,3mei.B.22,train,False
3551,3mei.B.23,train,False
3552,3ol9.B.613,train,False
3553,3ol9.C.693,train,False
3554,3ol9.G.688,train,False
